INTERVAL_DATETIME,REGIONID,OPERATIONAL_DEMAND,type
2022-10-02T12:30:00Z,VIC1,2327,MIN
2022-10-02T13:00:00Z,VIC1,2285,MIN
2022-12-18T12:30:00Z,VIC1,2245,MIN
2022-12-18T13:00:00Z,VIC1,2195,MIN
2023-09-24T11:30:00Z,VIC1,2173,MIN
2023-09-24T12:00:00Z,VIC1,2082,MIN
2023-09-24T12:30:00Z,VIC1,2070,MIN
2023-09-24T13:30:00Z,VIC1,2068,MIN
2023-10-29T11:30:00Z,VIC1,2044,MIN
2023-10-29T12:00:00Z,VIC1,2015,MIN
2023-10-29T12:30:00Z,VIC1,1970,MIN
2023-10-29T13:00:00Z,VIC1,1915,MIN
2023-12-31T10:30:00Z,VIC1,1885,MIN
2023-12-31T11:00:00Z,VIC1,1765,MIN
2023-12-31T11:30:00Z,VIC1,1682,MIN
2023-12-31T12:00:00Z,VIC1,1636,MIN
2023-12-31T12:30:00Z,VIC1,1591,MIN
2023-12-31T13:00:00Z,VIC1,1564,MIN
2025-01-01T12:00:00Z,VIC1,1558,MIN
2025-01-01T12:30:00Z,VIC1,1504,MIN
